query,image,image_filename,answer,page_number,chunk_type,text_description,chunk_id,is_noise
What is the total number of employees retained in medium enterprises due to the loans?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""184,516""]",51,figure,"_Estimated number of employees retained in the SMEs benefiting from the loans ——- 0 30,000 60,000 90,000 120,000 150,000 180,000 210,000 240,000",72510d5c67b529df701e6a91fab687a8_51_5,0
What is the total number of employees retained in medium enterprises due to the loans?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""184,516""]",51,figure,,72510d5c67b529df701e6a91fab687a8_51_6,0
What is the average amount per loan provided to SMEs?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""41,480\u20ac""]",51,text,"EMPLOYMENT GENERATION AND PRESERVATION THROUGH SME FINANCING (1/2)

Societe Generale supports the local economy through financing of SMEs located in areas of France where the unemployment rate is above the national average and SMEs impacted by the consequences of extreme events (e.g., natural disaster, extreme weather events, public health disaster...)

Employment generation and preservation through SME financing: 2,308m€",72510d5c67b529df701e6a91fab687a8_51_0,0
What is the average amount per loan provided to SMEs?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""41,480\u20ac""]",51,text,"Target population: Social and Solidarity Economy enterprises Objective: Support to socioeconomic advancement and empowerment Social benefits: Reduce social exclusions and inequalities

GENERALE SOCIETE

SOCIETE GENERALE - Sustainable & Positive Impact Bonds Reporting

JUNE 2023) 51.",72510d5c67b529df701e6a91fab687a8_51_1,0
What is the average amount per loan provided to SMEs?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""41,480\u20ac""]",51,figure,"55,642 loans / 11,039 companies for unemployment 41,480 € average amount per loan ( ) 3.4 average remaining duration 36,047 companies for extreme events",72510d5c67b529df701e6a91fab687a8_51_2,0
What is the average amount per loan provided to SMEs?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""41,480\u20ac""]",51,figure,,72510d5c67b529df701e6a91fab687a8_51_3,0
What is the average amount per loan provided to SMEs?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""41,480\u20ac""]",51,figure,"_Number of SMEs Medium enterprises i 2,247 Small enterprises a 11,787 1) 5,000 10,000 15,000 20,000 25,000 30,000 35,000",72510d5c67b529df701e6a91fab687a8_51_4,0
What is the average amount per loan provided to SMEs?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""41,480\u20ac""]",51,figure,"_Estimated number of employees retained in the SMEs benefiting from the loans ——- 0 30,000 60,000 90,000 120,000 150,000 180,000 210,000 240,000",72510d5c67b529df701e6a91fab687a8_51_5,0
What is the average amount per loan provided to SMEs?,/home/laura/vqa-ir-qa/data/pages/72510d5c67b529df701e6a91fab687a8_51.png,72510d5c67b529df701e6a91fab687a8_51.png,"[""41,480\u20ac""]",51,figure,,72510d5c67b529df701e6a91fab687a8_51_6,0
What trend is observed in the operational risk from 2018 to 2020?,/home/laura/vqa-ir-qa/data/pages/040008d0a3864acdbeef88f670b4fec8_23.png,040008d0a3864acdbeef88f670b4fec8_23.png,"[""Decreased""]",23,text,"42

GLOBAL BANKING AND INVESTOR SOLUTIONS

A MODEL REFOCUSED

After the setbacks suffered in the first half of the year, Global Banking and Investor Solutions’ revenues recovered substantially in the second half, with an improvement in Global Markets Activities and solid performance from Financing and Advisory.",040008d0a3864acdbeef88f670b4fec8_23_0,0
What trend is observed in the operational risk from 2018 to 2020?,/home/laura/vqa-ir-qa/data/pages/040008d0a3864acdbeef88f670b4fec8_23.png,040008d0a3864acdbeef88f670b4fec8_23.png,"[""Decreased""]",23,text,"Global Banking and Investor Solutions is at the heart of economic flows between issuers and investors, offering integrated and tailored solutions to large corporates, investors and private clients. In response to the challenging environment these past few years, the Group focused its Corporate and Investment Banking model on its areas of strength, where it has lasting competitive advantages. The leadership position held by the Bank in Europe allows it to position itself on solutions with high",040008d0a3864acdbeef88f670b4fec8_23_1,0
What trend is observed in the operational risk from 2018 to 2020?,/home/laura/vqa-ir-qa/data/pages/040008d0a3864acdbeef88f670b4fec8_23.png,040008d0a3864acdbeef88f670b4fec8_23.png,"[""Decreased""]",23,text,"added value, drawing on its expertise in financial engineering. Heavily impacted by the pandemic and the resulting market dislocations, Global Banking & Investor Solutions’ revenues were down -12.5% compared to 2019. A cost cutting plan was launched in 2020 with the objective of saving around €450m by 2022-2023.",040008d0a3864acdbeef88f670b4fec8_23_2,0
What trend is observed in the operational risk from 2018 to 2020?,/home/laura/vqa-ir-qa/data/pages/040008d0a3864acdbeef88f670b4fec8_23.png,040008d0a3864acdbeef88f670b4fec8_23.png,"[""Decreased""]",23,text,"FINANCING AND ADVISORY The Bank is developing strategic global relationships with large corporate clients and offers integrated solutions including Merger and Acquisition (M&A) advisory, equity financing, structured financing, capital-raising operations, risk hedging and flow and/or payment management services. Financing & Advisory’s revenues were stable compared to 2019, with strengthened franchises and ongoing support to clients during this particularly difficult year. The performance of this",040008d0a3864acdbeef88f670b4fec8_23_3,0
What trend is observed in the operational risk from 2018 to 2020?,/home/laura/vqa-ir-qa/data/pages/040008d0a3864acdbeef88f670b4fec8_23.png,040008d0a3864acdbeef88f670b4fec8_23.png,"[""Decreased""]",23,text,business line received a boost from a high level of issues on the bond and equity markets and sustained activity in acquisition financing.,040008d0a3864acdbeef88f670b4fec8_23_4,0
What trend is observed in the operational risk from 2018 to 2020?,/home/laura/vqa-ir-qa/data/pages/040008d0a3864acdbeef88f670b4fec8_23.png,040008d0a3864acdbeef88f670b4fec8_23.png,"[""Decreased""]",23,text,‘ASSET MANAGEMENT AND PRIVATE BANKING,040008d0a3864acdbeef88f670b4fec8_23_5,0
