company,file_category,language,original_filename,hashed_filename,total_pages,sampled_pages,sampled_pages_count
ubs,visual_documents,EN,ubs-gfo-report-2021-double-pages_en.pdf,ad5fe60b7caf0a09895e28b16870b04f.pdf,27,"[""data/sampled_pages/single_page_images/EN/ubs/visual_documents/ad5fe60b7caf0a09895e28b16870b04f_5.png"", ""data/sampled_pages/single_page_images/EN/ubs/visual_documents/ad5fe60b7caf0a09895e28b16870b04f_20.png"", ""data/sampled_pages/single_page_images/EN/ubs/visual_documents/ad5fe60b7caf0a09895e28b16870b04f_4.png"", ""data/sampled_pages/single_page_images/EN/ubs/visual_documents/ad5fe60b7caf0a09895e28b16870b04f_14.png""]",4
ubs,visual_documents,EN,ubs-broschuere-schritt-fuer-schritt-en_en.pdf,349eace3336e9b8c02862825ecc549dd.pdf,38,"[""data/sampled_pages/single_page_images/EN/ubs/visual_documents/349eace3336e9b8c02862825ecc549dd_33.png""]",1
ubs,visual_documents,EN,20240831MR-CH0190227683-12579-CH-EN_en.pdf,6a77ea6322ce242f64176b240e572aae.pdf,5,"[""data/sampled_pages/single_page_images/EN/ubs/visual_documents/6a77ea6322ce242f64176b240e572aae_1.png""]",1
ubs,visual_documents,EN,natural-capital-white-paper_en.pdf,0170b6fd41578a60307c1e3707a94c5c.pdf,54,"[""data/sampled_pages/single_page_images/EN/ubs/visual_documents/0170b6fd41578a60307c1e3707a94c5c_5.png"", ""data/sampled_pages/single_page_images/EN/ubs/visual_documents/0170b6fd41578a60307c1e3707a94c5c_20.png"", ""data/sampled_pages/single_page_images/EN/ubs/visual_documents/0170b6fd41578a60307c1e3707a94c5c_47.png"", ""data/sampled_pages/single_page_images/EN/ubs/visual_documents/0170b6fd41578a60307c1e3707a94c5c_38.png""]",4
ubs,visual_documents,EN,ubs-gender-lens-investment-2025_en.pdf,ecd3578f28067a7c5a4421146d7508c7.pdf,22,"[""data/sampled_pages/single_page_images/EN/ubs/visual_documents/ecd3578f28067a7c5a4421146d7508c7_10.png""]",1
agricole,visual_documents,EN,credit_update_may_2018-05.pdf,c3324e432572ab25d90648cbb3e94ceb.pdf,85,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_21.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_27.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_19.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_17.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_48.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_14.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_16.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_4.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_40.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_37.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_13.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_73.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_32.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_30.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_20.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_43.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_39.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_22.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_28.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_1.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_38.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_50.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/c3324e432572ab25d90648cbb3e94ceb_58.png""]",23
agricole,visual_documents,EN,URD_CACIB_2023_EN.pdf,19910e8afd007b671d93fc226bfbf34e.pdf,481,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_320.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_71.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_84.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_136.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_99.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_375.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_4.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_93.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_207.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_216.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_15.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/19910e8afd007b671d93fc226bfbf34e_111.png""]",12
agricole,visual_documents,EN,casa-q1-25-slides.pdf,131fca1635458a9831ef593328327ec9.pdf,78,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_27.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_12.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_25.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_10.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_71.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_28.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_31.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_14.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_59.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_22.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_20.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_13.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_8.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_16.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_45.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_26.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_21.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_19.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_23.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_24.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_15.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_4.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/131fca1635458a9831ef593328327ec9_33.png""]",23
agricole,visual_documents,EN,code-of-conduct_en.pdf,d558df628c7c66c076ac131ec0efc863.pdf,47,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/d558df628c7c66c076ac131ec0efc863_6.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/d558df628c7c66c076ac131ec0efc863_10.png""]",2
agricole,visual_documents,EN,en_slides-presse-t1-2025-vdef.pdf,4ef325c0414bfdf5148f20dcbc7eb209.pdf,20,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/4ef325c0414bfdf5148f20dcbc7eb209_10.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/4ef325c0414bfdf5148f20dcbc7eb209_14.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/4ef325c0414bfdf5148f20dcbc7eb209_2.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/4ef325c0414bfdf5148f20dcbc7eb209_16.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/4ef325c0414bfdf5148f20dcbc7eb209_7.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/4ef325c0414bfdf5148f20dcbc7eb209_12.png""]",6
agricole,visual_documents,EN,ca-socialbondreport-2023-en-vf-bd_en.pdf,3d68d4a8bcb3d1fae0488433e803bbbe.pdf,15,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/3d68d4a8bcb3d1fae0488433e803bbbe_6.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/3d68d4a8bcb3d1fae0488433e803bbbe_7.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/3d68d4a8bcb3d1fae0488433e803bbbe_8.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/3d68d4a8bcb3d1fae0488433e803bbbe_10.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/3d68d4a8bcb3d1fae0488433e803bbbe_11.png""]",5
agricole,visual_documents,EN,amendment-a02-to-the-universal-registration-document-2024.pdf,cb63c8befe71222120cef4ec725e6148.pdf,113,"[""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_71.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_61.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_64.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_56.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_43.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_68.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_35.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_36.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_70.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_41.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_51.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_39.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_50.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_45.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_54.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_40.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_55.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_67.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_60.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_38.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_48.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_78.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_58.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_42.png"", ""data/sampled_pages/single_page_images/EN/agricole/visual_documents/cb63c8befe71222120cef4ec725e6148_69.png""]",25
